ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2023
KAZ,Kazakhstan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",645.027
KAZ,Kazakhstan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","32,947.04"
KAZ,Kazakhstan,Output gap in percent of potential GDP,Percent of potential GDP,,,
KAZ,Kazakhstan,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Official GDP is calculated based on production, which does not match the total by expenditure's components. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1994 Primary domestic currency: Kazakhstani tenge Data last updated: 09/2022",24.444
KAZ,Kazakhstan,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Official GDP is calculated based on production, which does not match the total by expenditure's components. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1994 Primary domestic currency: Kazakhstani tenge Data last updated: 09/2022",26.264
KAZ,Kazakhstan,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",11.28
KAZ,Kazakhstan,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: National definition Primary domestic currency: Kazakhstani tenge Data last updated: 09/2022,4.8
KAZ,Kazakhstan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,19.705
KAZ,Kazakhstan,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-1.86
KAZ,Kazakhstan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,24.405
KAZ,Kazakhstan,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",1.82
KEN,Kenya,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.052
KEN,Kenya,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",339.172
KEN,Kenya,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,514.73"
KEN,Kenya,Output gap in percent of potential GDP,Percent of potential GDP,,,
KEN,Kenya,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Kenyan shilling Data last updated: 09/2022,19.886
KEN,Kenya,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Kenyan shilling Data last updated: 09/2022,14.312
KEN,Kenya,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",6.641
KEN,Kenya,Unemployment rate,Percent of total labor force,,,
KEN,Kenya,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,17.834
KEN,Kenya,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.266
KEN,Kenya,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,67.549
KEN,Kenya,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-5.574
KIR,Kiribati,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.402
KIR,Kiribati,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.284
KIR,Kiribati,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,256.68"
KIR,Kiribati,Output gap in percent of potential GDP,Percent of potential GDP,,,
KIR,Kiribati,Total investment,Percent of GDP,,,
KIR,Kiribati,Gross national savings,Percent of GDP,,,
KIR,Kiribati,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.3
KIR,Kiribati,Unemployment rate,Percent of total labor force,,,
KIR,Kiribati,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,105.221
KIR,Kiribati,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-14.489
KIR,Kiribati,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,32.779
KIR,Kiribati,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",8.268
KOR,Korea,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.044
KOR,Korea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,922.91"
KOR,Korea,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","56,693.67"
KOR,Korea,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.892
KOR,Korea,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from before 1980 Primary domestic currency: South Korean won Data last updated: 08/2022",31.934
KOR,Korea,Gross national savings,Percent of GDP,,"Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from before 1980 Primary domestic currency: South Korean won Data last updated: 08/2022",35.424
KOR,Korea,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.827
KOR,Korea,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: National definition Primary domestic currency: South Korean won Data last updated: 08/2022,3.4
KOR,Korea,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,25.165
KOR,Korea,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,0.081
KOR,Korea,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,54.438
KOR,Korea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",3.49
UVK,Kosovo,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.5
UVK,Kosovo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.185
UVK,Kosovo,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","15,398.67"
UVK,Kosovo,Output gap in percent of potential GDP,Percent of potential GDP,,,
UVK,Kosovo,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016. Base year changes as new data is released - previous year's prices Chain-weighted: No Primary domestic currency: Euro Data last updated: 08/2022,35.394
UVK,Kosovo,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016. Base year changes as new data is released - previous year's prices Chain-weighted: No Primary domestic currency: Euro Data last updated: 08/2022,26.734
UVK,Kosovo,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5.029
UVK,Kosovo,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Euro Data last updated: 08/2022,n/a
UVK,Kosovo,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,28.11
UVK,Kosovo,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.048
UVK,Kosovo,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,21.992
UVK,Kosovo,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.653
KWT,Kuwait,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.578
KWT,Kuwait,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",263.577
KWT,Kuwait,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","53,841.20"
KWT,Kuwait,Output gap in percent of potential GDP,Percent of potential GDP,,,
KWT,Kuwait,Total investment,Percent of GDP,,"Source: Ministry of Planning and Central Statistical Office Latest actual data: 2020. Preliminary numbers Notes: Real GDP data for the period 1990-2009 have been adjusted by desk economist to account for breaks in the source data. The breaks are associated with changes in the base year from 1984 to 1995, to 2000, and subsequently to 2010. Pre-revision data exist for the period prior to 1995. The nominal data were revised back to 1995. The latest revision of nominal and real data go to 2010. Using the pre-revision data, desk economist recalculated the constant price data for the period prior to 1995 so that y-o-y change of each component remains unchanged. A similar adjustment was made to the period 1995-2009. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010. Nominal data has been revised by country authorities, therefore, deflators do not add to 100 until the Real figures get revised. Chain-weighted: No Primary domestic currency: Kuwaiti dinar Data last updated: 09/2022",24.483
KWT,Kuwait,Gross national savings,Percent of GDP,,"Source: Ministry of Planning and Central Statistical Office Latest actual data: 2020. Preliminary numbers Notes: Real GDP data for the period 1990-2009 have been adjusted by desk economist to account for breaks in the source data. The breaks are associated with changes in the base year from 1984 to 1995, to 2000, and subsequently to 2010. Pre-revision data exist for the period prior to 1995. The nominal data were revised back to 1995. The latest revision of nominal and real data go to 2010. Using the pre-revision data, desk economist recalculated the constant price data for the period prior to 1995 so that y-o-y change of each component remains unchanged. A similar adjustment was made to the period 1995-2009. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010. Nominal data has been revised by country authorities, therefore, deflators do not add to 100 until the Real figures get revised. Chain-weighted: No Primary domestic currency: Kuwaiti dinar Data last updated: 09/2022",47.435
KWT,Kuwait,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.362
KWT,Kuwait,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: Kuwaiti dinar Data last updated: 09/2022,n/a
KWT,Kuwait,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,59.083
KWT,Kuwait,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,14.126
KWT,Kuwait,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,6.93
KWT,Kuwait,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",22.951
KGZ,Kyrgyz Republic,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.214
KGZ,Kyrgyz Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",41.916
KGZ,Kyrgyz Republic,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,047.47"
KGZ,Kyrgyz Republic,Output gap in percent of potential GDP,Percent of potential GDP,,,
KGZ,Kyrgyz Republic,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2010 Primary domestic currency: Kyrgyz som Data last updated: 09/2022",24.605
KGZ,Kyrgyz Republic,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2010 Primary domestic currency: Kyrgyz som Data last updated: 09/2022",14.994
KGZ,Kyrgyz Republic,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",12.404
KGZ,Kyrgyz Republic,Unemployment rate,Percent of total labor force,,Source: ILO Latest actual data: 2021 Employment type: National definition Primary domestic currency: Kyrgyz som Data last updated: 09/2022,9.014
KGZ,Kyrgyz Republic,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.161
KGZ,Kyrgyz Republic,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.885
KGZ,Kyrgyz Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,60.474
KGZ,Kyrgyz Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.611
LAO,Lao P.D.R.,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.103
LAO,Lao P.D.R.,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",73.22
LAO,Lao P.D.R.,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,658.83"
LAO,Lao P.D.R.,Output gap in percent of potential GDP,Percent of potential GDP,,,
LAO,Lao P.D.R.,Total investment,Percent of GDP,,,
LAO,Lao P.D.R.,Gross national savings,Percent of GDP,,,
LAO,Lao P.D.R.,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",9
LAO,Lao P.D.R.,Unemployment rate,Percent of total labor force,,,
LAO,Lao P.D.R.,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,14.479
LAO,Lao P.D.R.,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.785
LAO,Lao P.D.R.,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,108.939
LAO,Lao P.D.R.,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-5.917
LVA,Latvia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.608
LVA,Latvia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",75.799
LVA,Latvia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","40,197.50"
LVA,Latvia,Output gap in percent of potential GDP,Percent of potential GDP,,,
LVA,Latvia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2022",24.92
LVA,Latvia,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2022",21.931
LVA,Latvia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7.977
LVA,Latvia,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office Latest actual data: 2021 Notes: Labor statistics are based on Labor Force Survey data, which were revised in 2011 in compliance with Population and Housing Census 2011 results; data before 2011 have not been revised yet. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2022",7.183
LVA,Latvia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,35.875
LVA,Latvia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.659
LVA,Latvia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,44.566
LVA,Latvia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.989
LBN,Lebanon,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a
LBN,Lebanon,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a
LBN,Lebanon,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a
LBN,Lebanon,Output gap in percent of potential GDP,Percent of potential GDP,,,
LBN,Lebanon,Total investment,Percent of GDP,,,
LBN,Lebanon,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2020 Notes: We use a weighted average of the official and parallel exchange rates for 2019-21. Starting in 2022, the exchange rate applied throughout the series is the parallel market exchange rate. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010. Official quarterly data are based on 2015; annual on 2010. We re-base quarterly data in our files. Chain-weighted: Yes, from 2010. Official quarterly data are based on 2015; annual on 2010. We re-base quarterly data in our files. Primary domestic currency: Lebanese pound Data last updated: 08/2022",n/a
LBN,Lebanon,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a
LBN,Lebanon,Unemployment rate,Percent of total labor force,,,
LBN,Lebanon,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,n/a
LBN,Lebanon,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a
LBN,Lebanon,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a
LBN,Lebanon,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a
LSO,Lesotho,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.59
LSO,Lesotho,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.728
LSO,Lesotho,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,147.28"
LSO,Lesotho,Output gap in percent of potential GDP,Percent of potential GDP,,,
LSO,Lesotho,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: FY2020/21. Fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t) Notes: The national accounts real values have been updated from 2015 onwards. Prior to 2015 the data has been adjusted to produce smooth series with the use of splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No Start/end months of reporting year: April/March Base year: FY2012/13 Chain-weighted: No Primary domestic currency: Lesotho loti Data last updated: 08/2022,21.988
LSO,Lesotho,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: FY2020/21. Fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t) Notes: The national accounts real values have been updated from 2015 onwards. Prior to 2015 the data has been adjusted to produce smooth series with the use of splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No Start/end months of reporting year: April/March Base year: FY2012/13 Chain-weighted: No Primary domestic currency: Lesotho loti Data last updated: 08/2022,13.268
LSO,Lesotho,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",6.194
LSO,Lesotho,Unemployment rate,Percent of total labor force,,,
LSO,Lesotho,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,47.036
LSO,Lesotho,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.939
LSO,Lesotho,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,47.969
LSO,Lesotho,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.72
LBR,Liberia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.235
LBR,Liberia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.544
LBR,Liberia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,756.99"
LBR,Liberia,Output gap in percent of potential GDP,Percent of potential GDP,,,
LBR,Liberia,Total investment,Percent of GDP,,,
LBR,Liberia,Gross national savings,Percent of GDP,,,
LBR,Liberia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8.661
LBR,Liberia,Unemployment rate,Percent of total labor force,,,
LBR,Liberia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,24.306
LBR,Liberia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-3.609
LBR,Liberia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,56.165
LBR,Liberia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-16.503
LBY,Libya,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",17.883
LBY,Libya,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",156.742
LBY,Libya,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","22,899.53"
LBY,Libya,Output gap in percent of potential GDP,Percent of potential GDP,,,
LBY,Libya,Total investment,Percent of GDP,,Source: Ministry of Economy and/or Planning Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013. We received new data rebased to 2013 from 2007 Chain-weighted: No Primary domestic currency: Libyan dinar Data last updated: 09/2022,14.676
LBY,Libya,Gross national savings,Percent of GDP,,,
LBY,Libya,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4.048
LBY,Libya,Unemployment rate,Percent of total labor force,,,
LBY,Libya,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,70.944
LBY,Libya,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,22.147
LBY,Libya,General government gross debt,Percent of GDP,,,
LBY,Libya,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",24.521
LTU,Lithuania,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.114
LTU,Lithuania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",136.833
LTU,Lithuania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","48,335.64"
LTU,Lithuania,Output gap in percent of potential GDP,Percent of potential GDP,,,
LTU,Lithuania,Total investment,Percent of GDP,,"Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2021 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2005 Primary domestic currency: Euro Data last updated: 09/2022",18.725
LTU,Lithuania,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2021 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2005 Primary domestic currency: Euro Data last updated: 09/2022",16.67
LTU,Lithuania,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8.36
LTU,Lithuania,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: Eurostat harmonized data Primary domestic currency: Euro Data last updated: 09/2022,7
LTU,Lithuania,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,36.136
LTU,Lithuania,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-1.721
LTU,Lithuania,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,39.528
LTU,Lithuania,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.055
LUX,Luxembourg,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.12
LUX,Luxembourg,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",95.41
LUX,Luxembourg,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","146,259.82"
LUX,Luxembourg,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.662
LUX,Luxembourg,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. The Luxembourg statistics office (STATEC) publishes the national accounts data starting from 2000 only. Previously, the same data were published from 1995, but when the authorities moved to the ESA 2010 standard, the historical data were only revised back to 2000. Primary domestic currency: Euro Data last updated: 09/2022",18.364
LUX,Luxembourg,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. The Luxembourg statistics office (STATEC) publishes the national accounts data starting from 2000 only. Previously, the same data were published from 1995, but when the authorities moved to the ESA 2010 standard, the historical data were only revised back to 2000. Primary domestic currency: Euro Data last updated: 09/2022",22.743
LUX,Luxembourg,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.692
LUX,Luxembourg,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2022,4.989
LUX,Luxembourg,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,43.267
LUX,Luxembourg,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-0.394
LUX,Luxembourg,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,25.835
LUX,Luxembourg,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",4.379
